Nombre,Localización,Latitud,Longitud,Características,Descripción,Tipo_lugar_turistico,url
Cueva del Conde o del Fornu,Santo Adriano,43.298253,-5.986963,"['Dirección:33115 - Tuñon', 'Teléfono:985 76 14 03 / 691 504 045', 'Correo electrónico:info@laponte.org', 'Sitio Web:https://laponte.org/']","En este abrigo rocoso se descubrió abundante industria lítica -herramientas de piedra realizadas por el hombre prehistórico- pertenecientes a dos especies de antepasados humanos, los neandertales y los cromañones, además de otros restos arqueológicos, como huesos de animales (rinoceronte, mamut, bisonte, rebeco, cabra…). En sus paredes se encuentran también algunas de las más antiguas manifestaciones artísticas de la humanidad: un conjunto de grabados no figurativos pertenecientes al período Auriñaciense (± 30.000 antes del presente). La cueva del Conde encierra sin duda en sus estratos el mayor de los misterios de la reciente investigación prehistórica, la convivencia de las dos últimas especies humanas que lucharon por adaptarse a los rigores del clima glaciar europeo: neandertales y cromañones.",Arte rupestre,https://www.turismoasturias.es/descubre/cultura/arte-rupestre/rupestre-cueva-del-conde-o-del-fornu
Cueva del Demo,Boal,43.38293,-6.850428,['Dirección:33731 - Froseira'],"En el municipio de Boal, parroquia de Doiras, lugar de Froseira, el río Ourubio riega la falda del monte Llanteiro, donde a 450 metros de altitud se encuentra la Cova del Demo, utilizada durante mucho tiempo como abrigo para el ganado y refugio durante la guerra civil. Esta zona siempre estuvo envuelta en un halo de misterio, de presencias malignas muy propicias para la celebración de aquelarres, etc. Son frecuentes los topónimos que hacen referencia al diablo como Cedemonio, etc. Pedro Pablo Pérez Rodríguez y Miguel Ángel de Blas Cortina con Elías Carrocera, ambos profesores de la Universidad de Oviedo, realizaron los primeros estudios de esta cueva cuarcítica de unos 15 metros de profundidad y 8 de altura en la que aparecen pinturas de zoomorfos y antropomorfos de carácter esquemático, que por su tipología se podrían relacionar con la corriente esquemática naturalista que surge en el levante español. Las pinturas datan de la segunda mitad de la Edad de Bronce entre los 1500 y 1100 años a. C. Ha sido declarada Bien de Interés Cultural del Patrimonio Histórico del Principado de Asturias (máxima protección), según la Ley 16/85 de 25 de junio del Patrimonio Histórico Español. A la cueva se accede a pie desde Froseira, a través de una empinada cuesta de unos 2000 metros, correctamente señalizada. Está cerrada al público con una verja y para visitar su interior se requiere un permiso especial de la Consejería de Cultura del Principado de Asturias. La Cova del Demo es el único yacimiento arqueológico en cueva del occidente de Asturias, lo que conlleva más dificultades para su estudio comparativo al no disponer de referencias próximas. La mayoría de las pinturas están en la pared izquierda y aparecen en grupos aislados, divididos en bloques, aprovechando las superficies lisas de la roca. Son de color rojo, en varias tonalidades, seguramente debido al paso del tiempo y al deterioro por la abundancia de agua que corre por las paredes continuamente, sin olvidar la calidad originaria de las pinturas. La técnica utilizada es la tinta plana, es decir, pintar directamente sobre la piedra. La pared derecha es más abrupta y menos propicia para la pintura, de ahí que las existentes sean escasas y aprovechen los pocos planos lisos que hay. La ruta de acceso a la Cova del Demo se encuentra señalizada, aunque es aconsejable ir equipado con un calzado apropiado.",Arte rupestre,https://www.turismoasturias.es/descubre/cultura/arte-rupestre/rupestre-cueva-del-demo
Cueva del Molín o Abrigo de Entrefoces,Morcín,43.257163,-5.87121,"['Dirección:33161 - Llugar de Riba', 'Teléfono:985 783 162', 'Correo electrónico:info@morcin.com', 'Sitio Web:https://www.morcin.es/']","De las cuevas del concejo de Morcín, el Abrigo de Entrefoces puede que sea la más llamativa. Conserva esta cueva un panel con la representación de dos ciervas y un caballo, grabados en época magdaleniense. Al norte del abrigo discurre la estrecha carretera AS231 entre dos paredes calizas casi verticales, muy pegada al río Riosa. Hacia el este limita y domina la vista el cordal de la peña Manteca, al sur se encuentra la vega de La Foz, y si continuamos hacia el oeste, se abren las vaguadas del reguero Otura, principal zona de aprovechamientos agropecuarios de esta área. Se llega por la carretera AS231, Peñamiel a La Foz.",Arte rupestre,https://www.turismoasturias.es/descubre/cultura/arte-rupestre/rupestre-abrigo-de-entrefoces
Cueva y Aula Didáctica de la Loja,Peñamellera Baja,43.331435,-4.559488,"['Dirección:33579 - El Mazu', 'Teléfono:985 414 417 (Museo de los Bolos. Julio y agosto) / 985 414 008 (Ayto. lunes a viernes. 9:00 a 14:30 h.)', 'Sitio Web:https://www.aytopbpanes.es/cueva-de-la-loja']","Tanto la Cueva como el Aula Didáctica está situadas en la localidad de El Mazu, Peñamellera Baja, a orillas del Río Craes-Deva. No es una Cueva de grandes dimensiones, se reduce a una plataforma que domina el río tras la que se abre un vestíbulo que da acceso a una larga galería, angosta en algunos tramos y que se pierde en las profundidades de la tierra antes de volver a comunicarse con el exterior. Cuenta con un depósito arqueológico magdaleniense y con varias manifestaciones artísticas grabadas en sus paredes, que incluyen representaciones de animales, entre ellos varios bóvidos y un caballo. Se la reconoce como una de las estaciones clásicas del arte rupestre paleolítico en Asturias, lo que le otorga reconocimiento a nivel internacional. El Aula Didáctica fue inaugurada en 2002 y está estructurada en dos plantas. Con un diseño sencillo se adapta al entorno utilizando materiales locales como piedra, madera, teja y barro. La planta baja cuenta con un montículo de piedra de escollera, y está diseñada para mitigar los efectos de las inundaciones causadas por las crecidas del río Cares-Deva. El tema principal del Aula gira en torno al arte rupestre de la región, especialmente el encontrado en la Cueva de La Loja, además, se ofrecen breves introducciones a la arqueología y la prehistoria a nivel local, regional y europeo. El objetivo principal de este espacio educativo es familiarizar al visitante con el arte prehistórico del lugar, despertar su interés y motivarlo a explorar otras cuevas con arte rupestre, como El Pindal, Tito Bustillo y El Buxu. La visita al Aula se realiza con un guía, y después de aproximadamente treinta minutos, que es la duración habitual del recorrido por todo el centro, se lleva a cabo la visita a la Cueva de La Loja, que suele durar entre diez o quince minutos.",Arte rupestre,https://www.turismoasturias.es/descubre/cultura/arte-rupestre/cueva-y-aula-didactica-de-la-loja
La Cuevona de Ardines,Ribadesella,43.4607,-5.06735,"['Dirección:Avda. de Tito Bustillo 33560 - Ribadesella/Ribeseya', 'Teléfono:985 861 255 (centro) / 985 185 860 / 902 306 600 (central de reservas)', 'Correo electrónico:info@centrotitobustillo.com']","Esta cueva tiene yacimiento arqueológico yconserva algunas manifestaciones gráficas que no son visitables. La visita que se realiza es exclusivamente a las formaciones geológicas, por tanto, las visitas a La Cuevona son exclusivamente de interés geológico. La Cuevona de Ardines está integrada en el sistema cavernario de Tito Bustillo y, posiblemente, a través de ella se accedía al sector oriental de la cueva de Tito Bustillo, pero un derrumbe ocurrido hace miles de años dificultó la conexión entre ambas. La sala principal de la Cuevona es una planta circular de unos ochenta metros de diámetro, con paredes cónicas cuyo vértice está desgarrado y deja pasar la luz natural desde una altura de 70 metros. Destaca por el tamaño considerable de su sala principal, donde el techo alcanza los 40 metros de altura, hoy perforado por un boquete natural que permite el paso de la luz diurna. Por su belleza y espectacularidad, incrementada por el señalado lucernario, fue conocida la caverna desde antiguo y también explorada arqueológicamente en época temprana. Las excavaciones realizadas en la Cuevona a finales del siglo XIX se cuentan entre las primeras de su naturaleza realizadas en la región cantábrica. Entrada conjunta con el acceso al Centro de Arte Rupestre de Tito Bustillo.",Arte rupestre,https://www.turismoasturias.es/descubre/cultura/arte-rupestre/rupestre-la-cuevona-de-ardines
Archivo Histórico de Asturias,Oviedo,43.37055,-5.851186,"['Dirección:Arcipreste de Hita 33012 - Oviedo/Uviéu', 'Teléfono:985 225 769', 'Correo electrónico:archivohistorico@asturias.org', 'Sitio Web:https://archivosdeasturias.info/feaa/action/portada?buttons[0]=new']","El edificio de la Antigua Cárcel de Oviedo/Uviéu está situado en Ciudad Naranco. Se identifica por la cúpula, el remate del centro de la ""estrella"" que forman sus galerías. Fue construido entre 1886 y 1905 en lo que entonces era el arrabal de Ferreros. Inaugurado en 1907, el edificio responde al denominado modelo panóptico (tipología de establecimiento penitenciario propia del siglo XIX) con una rotonda o cuerpo central poligonal destinado a vigilancia, del que sale una estructura radial que traza una estrella de cinco puntas en la que estaban las galerías. El conjunto tiene tres pisos y el cuerpo central se cierra con una torre decagonal rematada con una cúpula con linterna. Todo el conjunto está rodeado por una muralla, con paseo de ronda y garitas, circulares y almenadas, en las esquinas. Fuera de esa muralla se construyó el pabellón de administración. Esta institución es unservicio de archivodonde los investigadores y usuarios buscan y consultan documentos para sus trabajos y estudios, o para otros requerimientos informativos. Dispone de una Sala de Consulta con capacidad para unas cincuenta personas. Se realizanvisitas guiadasa grupos como iniciativa de difusión del valioso patrimonio documental asturiano. Estas visitas, dirigidas especialmente a colectivos vinculados con las funciones del archico, como estudiantes universitarios de los Grados de Humanidades, Archiveros y profesionales de la información, así como estudiantes de Enseñanzas Medias de la rama de letras y diversos colectivos culturales, se llevan a cabo dos veces al mes y suelen tener un tamaño que oscila entre veinte y cincuenta personas. Es esencial destacar que, debido a la naturaleza del Archivo, estas visitas deben ser guiadas por el personal del Centro. Esto se debe a que se desarrollan en gran medida dentro de los depósitos documentales e instalaciones internas, ofreciendo a los visitantes una experiencia más completa y enriquecedora. Fecha de Construcción:Siglo XIX - XX",Cultura,https://www.turismoasturias.es/descubre/cultura/museos-y-espacios-culturales/otros-espacios/archivo-historico-de-asturias
Asturias si yo Pudiera,Gijón,43.453958,-5.625222,"['Dirección:Camín de la Xía, 932 33391 - Fano', 'Teléfono:667 532 707', 'Correo electrónico:astures2006@hotmail.com']","A la exposición se han añadido representaciones internacionales como el Big Ben de Londres, la Torre de Pisa, el Cristo Redentor de Río de Janeiro, y, una de sus últimas incorporaciones, el Coliseo de Roma y la Santa Cueva, que son sin duda algunos de los atractivos principales de la visita. La visita guiada es perfecta para hacer con niños y es accesible con sillas de ruedas y carricoches, además de tener aparcamiento gratuito.",Cultura,https://www.turismoasturias.es/descubre/cultura/museos-y-espacios-culturales/otros-espacios/exposicion-asturias-si-yo-pudiera
Aula de la Naturaleza y Centro Interpretación de la Palloza de Ibias,Ibias,43.039436,-6.86924,"['Dirección:33810 - San Antolín', 'Teléfono:615 164 329 / 985 816 101 (Ayuntamiento)', 'Correo electrónico:turismo@ibias.es', 'Sitio Web:https://www.ibias.es/informacion-general']","La finalidad del aula aunque es pedagógica, que aprovechan colegios o grupos ecologistas entre otros, también está abierta al público en general, ya que el centro cuenta con una exposición permanente sobre Ibias. A través de objetos, relatos, exposiciones que se pueden ver en el aula y de talleres que se realizan en la misma, el visitante descubrirá como era la vida en los pueblos asturianos de la zona hace siglos. Toda una experiencia que hay que vivir. En el edificio de al lado, La Palloza (construcción heredada de la edificación castreña y emparentada con la cabaña de las brañas somedanas), se recrea como eran las viviendas tradicionales, de planta circular u oval, con cerramientos de mampostería y cubiertas de paja de centeno, en ellas se muestra la forma de vida de nuestros antepasados.",Cultura,https://www.turismoasturias.es/descubre/cultura/museos-y-espacios-culturales/otros-espacios/aula-de-la-naturaleza-del-parque-natural-de-las-fuentes-del-narcea-degana-e-ibias
Aula del Ferrocarril de Loredo,Mieres,43.269191,-5.833237,"['Dirección:Estación de Ferrocarril de Loredo 33682 - Lloreo', 'Teléfono:985 422 185', 'Correo electrónico:info@pozuespinos.com', 'Sitio Web:https://www.mieres.es/turismo/']","Es un equipamiento de tamaño reducido, con un contenido muy denso y técnico sobre ferrocarriles de una línea histórica al servicio de la minería, para público especializado. Hay que tener en cuenta que presenta algunos problemas de accesibilidad tanto a la zona donde se localiza el inmueble como a la exposición.",Cultura,https://www.turismoasturias.es/descubre/cultura/museos-y-espacios-culturales/espacios-culturales/aula-del-ferrocarril-de-loredo
Aula Didáctica del Castro de Coaña,Coaña,43.510837,-6.749303,"['Dirección:Castro de Coaña 33796 - Villacondide', 'Teléfono:985 978 401', 'Sitio Web:https://www.parquehistorico.org/']","El Aula Didáctica del Parque Arqueológico de la Cuenca del Navia intenta acercar al visitante a la comprensión de lo que se dio en llamar ''Cultura Castreña del Noroeste''. Exposiciones permanentes:El Aula comienza con una exposición referente al método arqueológico. Un segundo apartado comenta el origen de la cultura castreña. El tercer capítulo se hace eco del análisis de la cultura castreña en Asturias. Estas vitrinas recogen la transición de la Edad del Bronce a la Edad del Hierro, así como información de los castros construidos en el siglo I d. C. Otro apartado se refiere a la minería del oro de época romana: poblamiento, minería y técnica minera.",Cultura,https://www.turismoasturias.es/descubre/cultura/museos-y-espacios-culturales/colecciones-museograficas/aula-didactica-del-castro-de-coana
Aula Didáctica del Oro,Belmonte de Miranda,43.282892,-6.218049,"['Dirección:Avda. del Parque 33830 - Belmonte', 'Teléfono:985 762 311 / 690 875 551', 'Correo electrónico:info@belmontedemiranda.com', 'Sitio Web:https://www.turismobelmontedemiranda.es/aula-del-oro-de-belmonte']","Ubicada en el edificio de la antigua cárcel, da testimonio de la tradicional vinculación de Belmonte de Miranda con el oro. El aula didáctica parte de la época prehistórica para hacer un recorrido por los sucesos que marcaron el desarrollo de las distintas explotaciones mineras de metales, y lo que supusieron para la población de entonces. El oro, con sus significados económicos y simbólicos, sus formas de transformación y más concretamente, la evolución de sus técnicas de extracción forma parte inseparable de la historia de Belmonte de Miranda. El Aula del Oro pretende sintetizar esta impronta en el paisaje y en la memoria, desde sus orígenes hasta la actualidad.",Cultura,https://www.turismoasturias.es/descubre/cultura/museos-y-espacios-culturales/espacios-culturales/aula-didactica-del-oro
Aula Didáctica del Prerrománico Asturiano de la Cobertoria,Lena,43.130186,-5.816022,"['Dirección:Antigua Estación de La Cobertoria. 33637 - La Cobertoria', 'Teléfono:985 497 608 (imprescindible cita previa)', 'Correo electrónico:aulaprerromanico@aytolena.es']","Alojada en un edificio singular, el aula ha sido concebida como un equipo cultural eminentemente didáctico y divulgativo. Para ello ha sido dotado de paneles ordenados temáticamente en cuatro secciones, adaptándose a la distribución interior del propio edificio: introducción al aula, el reino de Asturias, la arquitectura asturiana, Santa Cristina de Lena. Asimismo, dispone de varias aplicaciones multimedia, en las que el visitante puede ampliar la información recogida en los paneles y observar reconstrucciones infográficas de Santa Cristina de Lena, Santa María del Naranco y San Miguel de Lillo. Posee igualmente un pequeño salón, susceptible de acoger pequeños seminarios, encuentros o cursillos relacionados con la materia. Por último, actúa como centro de orientación turística del concejo de Lena y del Principado de Asturias, y de la arquitectura prerrománica asturiana en particular.",Cultura,https://www.turismoasturias.es/descubre/cultura/museos-y-espacios-culturales/espacios-culturales/aula-didactica-del-prerromanico-asturiano-de-la-cobertoria
Aula Didáctica El Molín de la Chalana,Laviana,43.237043,-5.555502,"['Dirección:La Chalana 33980 - La Pola Llaviana/Pola de Laviana', 'Teléfono:689 285 677', 'Correo electrónico:info@elmolindelachalana.com']","Si lo que buscas es descubrir el proceso del trigo, la cebada, el maíz, el centeno o la escanda desde su siembra hasta su conversión en pan este es tu sitio. El molín de La Chalana es un molino hidráulico totalmente restaurado a orillas del río Nalón, para que todo tipo de visitantes puedan conocer los entresijos de la obtención de una buena harina con la que preparar un buen pan, unos tortos o una boroña. Por su situación en el valle de Laviana, en el centro de Asturias, podrás disfrutar también del fantástico entorno natural que rodea al molino. Conoce además toda la historia de su construcción o visita la galería de fotos.",Cultura,https://www.turismoasturias.es/descubre/cultura/museos-y-espacios-culturales/otros-espacios/aula-didactica-el-molin-de-la-chalana
