Nombre,Localización,Latitud,Longitud,Características,Descripción,Tipo_lugar_turistico,url
Monasterio de San Pelayo,Oviedo,43.363470,-5.842560,"['Dirección:C/ San Vicente ■33003 - Oviedo/Uviéu', 'Teléfono:985 218 981', 'Correo electrónico:mspelayo@telefonica.net', 'Época:Barroco']","El monasterio de las benedictinas de San Pelayo fue fundado en época medieval bajo la advocación de San Juan Bautista. Sin embargo, con el traslado de los restos de San Pelayo a Oviedo/Uviéu para ser depositados en este convento, varió su designación para denominarse Monasterio de San Pelayo.Se trata de un convento de clausura que forma parte de la historia de Asturias, ya que en mil años de existencia ha logrado acopiar un notable fondo documental y, en la actualidad, sirve como Archivo Histórico Provincial. Las monjas que lo ocupan han sido conocidas tradicionalmente como las Pelayas.En su espléndido archivo se pueden encontrar los fondos de los monasterios de San Bartolomé de Nava, Santa María de Villamayor, San Vicente y Santa María de la Vega, junto a abundantes objetos y reliquias que pasaron a formar del convento.La iglesia fue construida entre los años 1592 y 1600. Su planta es sencilla, una sola nave carente de capillas. La fachada, entre muros laterales y sobe una alargada escalinata, es de fábrica sencilla, construida con sillares perfectamente escuadrados. Está formada por tres puertas con molduras, siendo la central de mayor altura. Sobre ésta se coloca una amplia hornacina con la figura en piedra de San Pelayo y un rosetón acristalado. El interior está magnificado por la sillería del coro procedente del antiguo convento de San Vicente. Tallada sobre madera a finales del siglo XVI, su factura es sencilla y su estilo manierista. Se compone de treinta y seis sitiales altos con un extenso repertorio iconográfico en los respaldos, donde aparecen retratados reyes y emperadores.En 1703 se diseñó la vistosa fachada de la vicaría, basándose en los palacios barrocos. La planta baja se organiza con tres grandes arcos entre columnas toscanas exentas, que sustentan los balcones de la primera planta, balconadas decoradas con molduras de orejas entre columnas jónicas. En la segunda planta se colocan los escudos de la orden benedictina, por debajo del escudo real, que se sitúa en un destacado ático bajo frontón curvo y entre dos columnas corintias.El claustro tiene tres alturas que le convierten en una construcción maciza con cierto aire de monumental. Al igual que la iglesia, el claustro se sustenta en pilares y columnas de orden toscano.En el siglo XVII se sustituyó la antigua torre campanario por una nueva torre rematada con una flecha de tracería gótica, que reproduce en menor tamaño, la verticalidad de la torre de la Catedral.",Patrimonio religioso,https://www.turismoasturias.es/descubre/cultura/patrimonio-religioso/san-pelayo
Monasterio de San Salvador de Cornellana,Salas,43.409052,-6.157027,"['Dirección:■33850 - Corniana/Cornellana', 'Época:Románico']","El monasterio de San Salvador fue fundado en el año 1024 por la infanta Cristina, hija del rey Bermudo II y de la reina Velasquita, que se retiró a este convento tras la muerte de su marido Ordoño. A la muerte de la infanta, sus descendientes cedieron el monasterio en 1122 a los monjes de Cluny para que establecieran un cenobio benedictino.Sobre la puerta del huerto existe un relieve de una osa amamantando a una niña, con dos cabezas de león a ambos lados. Este relieve trasmite la leyenda popular que cuenta como una niña, la infanta Cristina, se perdió a muy corta edad en los bosques asturianos y logró sobrevivir gracias a que fue amamantada y protegida por una osa. El conjunto arquitectónico del monasterio de San Salvador de Cornellana incluye la iglesia y el monasterio adjunto. La iglesia de San Salvador, románico reformado en la segunda mitad del siglo XVII, tiene planta basilical de tres naves, separadas mediante pilares cruciformes, con una cabecera de tres ábsides y una torre adosada al lateral derecho, de dos pisos y planta cuadrada. Las reformas del siglo XVII se centraron fundamentalmente en la construcción de una nueva cubierta abovedada, en el añadido de un coro elevado a los pies del templo y en la remodelación de la fachada. El interior se decora con excelentes retablos del siglo XVII.La cabecera conserva los rasgos estilísticos del estilo románico con tres ábsides semicirculares y escalonados, precedidos de tramo recto. Al exterior, los ábsides se decoran con columnas adosadas, ventanas en arco, molduras horizontales y canecillos decorados. Muy cerca se eleva la torre campanario, cuya forma cuadrada destaca en altura y contrasta con los muros curvos de los ábsides. A principios del siglo XVII y principios del XVIII se reformó el resto de las dependencias monásticas. Se dotó al monasterio de una elegante fachada de dos pisos, con ventanas molduradas en el primero y balcones de hierro en el segundo. El cuerpo central se adorna con los motivos típicos del barroco: columnas, balcones, frontón partido y enorme escudo.El claustro barroco, sustituto del medieval, tiene planta cuadrada y dos pisos, que combinan las arcadas en el inferior con los balcones moldurados del primero. Conserva también dos puertas románicas de la anterior fábrica.La iglesia prerrománica deSan Salvador de Priesca(Villaviciosa) junto con la iglesia y casa rectoral deSanta María de Soto de Luiña(Cudillero), ambos en el Camino Costero, y laCatedral de El Salvadoren Oviedo/Uviéu y elMonasterio de San Salvador de Cornellana(Salas), ambos en el Camino Primitivo, han sido reconocidos comoPatrimonio Mundial de la Unesco.",Patrimonio religioso,https://www.turismoasturias.es/descubre/cultura/patrimonio-religioso/san-salvador-de-cornellana
Monasterio de San Vicente,Oviedo,43.363051,-5.842179,"['Dirección:C/ San Vicente, 3 ■33003 - Oviedo/Oviéu', 'Teléfono:985 215 405', 'Época:Gótico (siglo XVI)']","En este mismo lugar en el año 761, los abades Máximo y Fromistano fundaron el primer edificio de la ciudad, un monasterio dedicado a San Vicente, bajo la advocación de la regla de San Benito. El monasterio conoció, en el siglo XVIII, un gran esplendor económico y un renombre intelectual con la presencia del Padre Feijóo, que ocupó el cargo de abad. En el siglo XIX el claustro y otras dependencias se destinaron a Museo Arqueológico de Asturias.Los cuatro lados del piso bajo del claustro se abren al jardín por arcos de medio punto moldurados y se cubren con bóvedas de nervios de gran belleza, que se complican en los esquinales. La galería alta se establece a base de columnas con capiteles de zapata y un cerramiento de piedra. El número de arquerías se duplica en el piso superior, a la vez que se reduce su tamaño.La iglesia del antiguo monasterio es hoy la iglesia de Santa María la Real de la Corte, entre el Museo Arqueológico y el monasterio de San Pelayo. Fue trazada a mediados del siglo XVI por el maestro Juan de Cerecedo, El Viejo, como un templo de nave única. La nave de bóveda de cañón aparece perforada por capillas laterales, abiertas entre los contrafuertes, mientras que el crucero se divide en tres tramos y se cubre con una bóveda vaída. El acceso a la iglesia se realiza bajo un gran arco, cerrado por rejería de madera barroca, que se abre a un pórtico.En el crucero se encuentra la tumba del padre benedictino Feijóo, abad durante muchos años del monasterio de San Vicente, fallecido en 1764. A los pies de la iglesia está el antiguo huerto monástico, hoy convertido en la plaza de Feijóo, con la estatua del erudito en actitud pensante.",Patrimonio religioso,https://www.turismoasturias.es/descubre/cultura/patrimonio-religioso/san-vicente
Monasterio de Santa María de Villamayor,Piloña,43.359592,-5.30599,"['Dirección:■33583 - Villamayor', 'Época:Románico']","La fundación de este monasterio de monjas benedictinas se puede datar entre los siglos XII y XIII, periodo cronológico en el que dominaban los postulados estéticos del tardorromano. El cenobio femenino de Villamayor fue disuelto en el siglo XIV por el obispo don Gutierre de Toledo, y anexionado definitivamente a San Pelayo de Oviedo/Uviéu en 1530.Más tarde se redujo a priorato y la iglesia, que quedó sin uso, y pasaría por varios destinos siendo cementerio hasta la desamortización. Posteriormente sobre el espacio de la nave se hizo una reconstrucción, destinada primeramente a cárcel y en 1910 a escuela.Actualmente se conserva, de la fábrica románica, la cabecera y el arranque de la nave con la portada sur de la iglesia. En planta, el esquema consiste en una nave única rectangular con presbiterio compuesto de tramo recto y ábside semicircular. La nave del templo se cubre con bóveda de cañón, al igual que el tramo recto del ábside, empleando bóveda de cuarto de esfera en el ábside semicircular.El ábside presenta al exterior dos columnas adosadas rematadas por capiteles vegetales, cornisa ajedrezada con canecillos y metopas, ventana central con columnas y capiteles vegetales y dos bandas de ajedrezado que recorren su perímetro. El interior está recorrido por una arquería ciega de ocho arcos, conserva el arco de triunfo doblado con guardapolvos ajedrezado y capiteles vegetales.Sólo se conserva la portada sur, que se abre a la plaza y a la nueva iglesia parroquial. Está formada por tres arquivoltas sin decoración y protegida por una cornisa con canecillos y metopas. Los capiteles se decoran con motivos vegetales o historiados, entre los que destaca el de la jamba derecha con La Despedida del Caballero, escena historiada de dama y caballero con halcón.",Patrimonio religioso,https://www.turismoasturias.es/descubre/cultura/patrimonio-religioso/santa-maria-de-villamayor
Monasterio de Santa María de Villanueva de Oscos,Villanueva de Oscos,43.311592,-6.986192,['Dirección:■33776 - Vilanova'],"El monasterio de Santa María fue durante siglos el centro organizativo del espacio agrario y económico de esta zona del occidente asturiano. Fue fundado en el año 1137 por el rey Alfonso VII y su esposa Berenguela, como cenobio de monjes benedictinos, aunque posteriormente fue ocupado por el Císter.Todos sus bienes pasaron a ser propiedad civil tras la Desamortización de Mendizábal, menos el templo, que se convirtió en iglesia parroquial. Las dependencias monacales fueron vendidas y convertidas en viviendas particulares, a excepción del claustro que se conserva en estado de ruina.De la primitiva fábrica románica sólo se conserva la iglesia, que desarrolla planta de tipo monástico del siglo XII: tres naves con la central sobresaliente en altura, cubiertas con techumbre de madera y cabecera con triple ábside, donde se utilizan las bóvedas de cañón y de cuarto de esfera. El interior destaca por su sobriedad y austeridad decorativa. Las naves de cinco tramos se separan mediante arcos apuntados, que se apoyan en unos pilares con forma de cruz. El único motivo decorativo sobresaliente es el sepulcro de Juan Álvarez Osorio, colocado en el presbiterio y que se protege con un arcosolio, canecillos y cornisa, decorados con simbólicas referencias funerarias.El edificio más reciente es el monasterio, que data de los siglos XVII y XVIII, cuya construcción se atribuye al maestro mayor de la catedral de Santiago de Compostela, Domingo Lois Monteagudo. La construcción se acopla al lado sur de la iglesia y reviste grandiosas proporciones con una austera y severa arquitectura. Al interior se accede a través de una bella portada, formada por un original arco con dovelas resaltadas entre dos pilastras que se alargan en la cornisa. Encima de la puerta se encuentra un sobresaliente balcón sin antepecho, rodeado por los escudos de España y de la orden del Císter. Toda la fachada es de sillares de pizarra y la cubierta de lajas pizarrosas, el material dominante en el occidente asturiano.",Patrimonio religioso,https://www.turismoasturias.es/descubre/cultura/patrimonio-religioso/santa-maria-de-villanueva
Monasterio Santa María la Real de Obona,Tineo,43.339947,-6.479703,"['Dirección:■33874 - Oubona', 'Época:Románico']","El monasterio de Obona tiene unos orígenes confusos ya que se duda de la veracidad de su documento fundacional, que atribuye su establecimiento a Adelgaster, hijo del rey Silo, en el año 871. Otros documentos certifican su existencia en el siglo X y en el XII era un importante centro benedictino masculino. Alfonso IX, tras visitar el monasterio, le otorgó el privilegio de paso obligatorio de los peregrinos hacia Santiago, lo que aumentó su control económico y cultural sobre la zona. En su época de máximo esplendor los monjes de Obona aplicaban técnicas innovadoras en la explotación agrícola y ganadera, e impartían clases de filosofía y teología.En el siglo XII, el monasterio de Obona era un importante centro benedictino, compuesto por el templo, el claustro, las dependencias conventuales y la hospedería. Actualmente se encuentra muy alterado, siendo la iglesia la construcción más antigua.La iglesia es un templo románico del siglo XII que se conserva con escasas modificaciones. Presenta una morfología que aúna la arquitectura benedictina con la estética cisterciense, basada en la carencia de decoración y en la austeridad mural. La planta basilical se divide en tres naves de cinco tramos, rematándose en una cabecera triple, precedida por un tramo recto, donde la capilla mayor es mucho más grande que las laterales.La cubierta del cuerpo de la nave es de madera, mientras que los ábsides se rematan con bóvedas de cañón y de cuarto de esfera. La portada situada a los pies del templo, bajo el tejaroz, está ligeramente adelantada y se compone de cuatro roscas de arco que apoyan sobre ocho columnas de fuste corto, coronadas por capiteles. Sobre el tejaroz un cuerpo rectangular acoge la espadaña con dos campanas. La portada lateral es muy simple y sin ornamentación. La cabecera al exterior es poligonal, mientras que en el interior es semiesférica.En el siglo XVII se inician las reformas del monasterio. El claustro quedó incompleto. Se divide en dos pisos de diferente concepción: el inferior de arcos de medio punto con perfiles moldurados y el superior con vanos cuadrangulares, separados por alargadas pilastras que arrancan del piso bajo. En el claustro primitivo estuvieron enterrados los fundadores del monasterio, pero en el siglo XVI sus restos fueron trasladados al interior del templo.",Patrimonio religioso,https://www.turismoasturias.es/descubre/cultura/patrimonio-religioso/santa-maria-la-real-de-obona
Conjunto Monumental de Valdediós,Villaviciosa,43.436405,-5.50675,"['Dirección:■33312 - Valdediós', 'Teléfono:985 974 966', 'Correo electrónico:reservas@monasteriovaldedios.com', 'Sitio Web:https://monasteriovaldedios.com/', 'Época:Románico']","La iglesia de San Salvador de Valdediós, del del s. IX, la mandó construir Alfonso III, junto con otras dependencias palaciales, su estructura es de planta basilical de tres naves, cabecera tripartita con capillas de pequeñas dimensiones, y dos compartimentos adosados a los muros norte y sur que hacen externamente de falso crucero.A los pies de la iglesia se abren tres compartimentos y sobre el central se sitúa la tribuna real que recibe directamente la luz de una ventana abierta en el frente principal. Las naves, altas y estrechas, se separan por arcos de medio punto sin decoración, mientras que las capillas absidiales se separan de las naves por arcos de medio punto que apoyan sobre columnas con capiteles decorados con motivos vegetales.Todos los espacios interiores están abovedados y se conservan importantes restos de pinturas murales.El Monasterio de Santa María la real de Valdediós, cisterciense, s. XIII.XVIII fue fundado por Alfonso IX y dedicado a la Anunciación de Nuestra Señora, se compone por la iglesia y el claustro. Fue uno de los monasterios cistercienses más importantes y poderosos de Asturias y tuvo a lo largo de su historia diferentes usos, entre ellos Colegio de Segunda Enseñanza o Seminario.Planta en forma de cruz latina, de tres naves, crucero acusado y tres ábsides semicirculares escalonados, el central mayor y más pronunciado que los laterales. El interior se ilumina a través de dos pisos de ventanas abocinadas y con arquivoltas y el claustro es de trazado clasicista y está considerado el mayor de los existentes en Asturias.",Patrimonio religioso,https://www.turismoasturias.es/descubre/cultura/patrimonio-religioso/conjunto-monumental-de-valdedios
Capilla de la Guía (Llanes),Llanes,43.418235,-4.749468,"['Dirección:C. la Guía, 20 ■33500 - Llanes', 'Sitio Web:https://virgendeguiallanes.com/la-ermita/', 'Época:Siglo XVII']","La capilla de la Guía de Llanes está ubicada en una cima desde la que se tienen hermosas vistas del mar Cantábrico y de la villa de Llanes. Lugar de veneración y culto de los llaniscos, las fiestas celebradas en honor a la Virgen, el 8 de septiembre, reúnen a miles de personas, que vestidos de aldeanas y porruanos, le rinden honor con sus bailes tradicionales.La ermita tiene su origen en una construcción de teja y madera en el año 1516. Hasta hace pocos años tuvo un carácter privado, pasando su conservación y mantenimiento por varias familias de la zona, pero también fue y lo sigue siendo en la actualidad muy venerada y cuidada por los emigrantes asturianos.Desde su año de construcción y durante los siglos sucesivos, la ermita sufrió continuas reformas hasta alcanzar el aspecto actual. Sus dos torres almenadas le confieren un aspecto de pequeño castillo.La Guía es uno de los tres bandos de Llanes, junto con San Roque y La Magdalena.",Patrimonio religioso,https://www.turismoasturias.es/descubre/cultura/patrimonio-religioso/capilla-de-la-guia-llanes
Capilla de la Magdalena (Llanes),Llanes,43.420621,-4.753827,"['Dirección:Pl. Magdalena, 1 ■33500 - Llanes']","Levantada sobre una planta anterior, datada en el siglo XIII, la Capilla de la Magdalena se encuentra en pleno Casco Histórico de Llanes, y es una de las referencias religiosas y festivas del verano en la Villa marinera, donde los vecinos celebran La Magdalena, en el mes de julio, con una hoguera, la única que se baila en el Oriente de Asturias.Este ancestral y llamativo rito consiste en que los mozos del pueblo, vestidos de porruanos, cargan con un enorme tronco (h.oguera), y bailan de lado a lado de la calle, rodeados por miles de personas.La Magdalena es uno de los tres bandos de Llanes, junto con San Roque y La Guía.",Patrimonio religioso,https://www.turismoasturias.es/descubre/cultura/patrimonio-religioso/capilla-de-la-magdalena-llanes
Capilla de San Roque (Llanes),Llanes,43.420395,-4.755355,"['Dirección:Pl. de San Roque, 2 ■33500 - Llanes', 'Época:Siglo XIV']","La capilla, del siglo XIV, es lo que queda en pie del hospital de peregrinos vinculado al Camino de Santiago, que en plena Edad Media ordenó construir Juan Pérez de Cue, y es una de las edificaciones más antiguas de la villa de Llanes.La pequeña capilla, situada en la plaza del mismo nombre, es también lugar de referencia e inspiración de las fiestas y el bando de San Roque, es uno de los símbolos identitarios de Llanes, cuyo día grande se celebra el día 16 de agosto. Y junto con La Magdalena y La Guía es uno de los bandos llaniscos.",Patrimonio religioso,https://www.turismoasturias.es/descubre/cultura/patrimonio-religioso/capilla-de-san-roque-llanes
Capilla de Santa Ana (Llanes),Llanes,43.421095,-4.752864,"['Dirección:Plaza Santa Ana ■33500 - Llanes', 'Época:Siglo XV']","La capilla de Santa Ana es el lugar de veneración de la patrona de los marineros. Ubicada en el corazón del Casco Histórico de Llanes, su estructura cuenta con un pórtico delantero y es de nave única y cuadrada. Datada en el siglo XV, posee un interesante y recién restaurado retablo del siglo XVII.La imagen de esta capilla es la protagonista de la procesión marinera de Santa Ana. Durante este día, la imagen de la Virgen recorre las calles de Llanes acompañada de gaiteros y marineras, que entonarán los cantos al son de las panderetas.",Patrimonio religioso,https://www.turismoasturias.es/descubre/cultura/patrimonio-religioso/capilla-de-santa-ana-llanes
Colegiata de San Salvador (Grandas de Salime),Grandas de Salime,43.21784,-6.876198,"['Dirección:Av. de la Costa, 10 ■33730 - Grandas de Salime', 'Época:Románico']","La iglesia primitiva debió ser de pequeñas dimensiones y se remonta al siglo XII; posteriormente, durante los siglos XVII, XVIII y XIX se le fue añadiendo la torre, el pórtico, las capillas del crucero, las dos sacristías y la nave entre la entrada y el primer arco.La portada románica se conservó y en la actualidad está empotrada en un muro de la nueva iglesia. Tiene cuatro arquivoltas semicirculares constituidas por boceles y medias cañas con guardapolvos. Las arquivoltas exteriores apoyan en tres columnas por lado, con capiteles ricamente esculpidos que alternan la decoración vegetal con figuras humanas y animales, mientras que la interior se asienta directamente sobre la jamba, donde se tallan dos figuras.La iglesia actual es de cruz latina, una sola nave, crucero con cúpula sobre pechinas, cabecera cuadrada y torre también cuadriforme a los pies.Lo más notable de la iglesia, junto con la portada, es el retablo mayor, del siglo XVIII.",Patrimonio religioso,https://www.turismoasturias.es/descubre/cultura/patrimonio-religioso/colegiata-de-san-salvador-grandas
Colegiata de Santa María La Mayor (Salas),Salas,43.408958,-6.261277,"['Dirección:Plaza del Ayuntamiento ■33860 - Salas', 'Época:Gótico']","La iglesia se alza imponente en el centro de la localidad de Salas, en pleno casco antiguo. Data del siglo XVI aunque posteriorente se le añadieron otros elementos como la torre campanario, las capillas y pórtico. La torre campanario, situada a los pies, es de planta cuadrada con dos contrafuertes en los ángulos y un cuerpo semicircular adosado, con bóveda de cuarto de esfera.En el lateral izquierdo de la iglesia, un cuerpo saliente rectangular, añadido en la primera mitad del siglo XVI, recoge la portada bajo arco cobijo, la puerta, bajo arco apuntado con una arquivolta acanalada con rosetas y rodeada de dovelas, está enmarcada por un alfiz gótico en cuyo centro se sitúa un escudo de armas.En el interior, la nave está dividida en dos tramos cubiertos con bóvedas estrelladas, más sencillas que la que cubre el ábside, el coro o tribuna, situado a los pies, se levanta sobre una bóveda de crucería nervada y arco carpanel.Todas las nevaduras arrancan de ménsulas sin decorar, quedando así los muros lisos. La iluminación se realiza através de largos y estrechos vanos de medio punto con doble derrame.La capilla mayor conserva un magnífico retablo barroco del escultor asturiano Luis Fernández de la Vega, a ambos lados, se hallan los nichos con las figuras orantes de los padres del arzobispo D. Fernando Valdés Salas, en la pared norte está el mausoleo renacentista del ilustre fundador de la Universidad de Oviedo, de finales del siglo XVI, realizado en mármol por el escultor italiano Pompeio Leoni (1576-1582).",Patrimonio religioso,https://www.turismoasturias.es/descubre/cultura/patrimonio-religioso/colegiata-de-santa-maria-la-mayor-salas
Basílica de Santa María Magdalena (Cangas del Narcea),Cangas del Narcea,43.177325,-6.552219,"['Dirección:C. Cta. de la Vega ■33800 - Cangas del Narcea', 'Época:Barroco']","La basílica construida en el siglo XVII, constituye una de las mejores muestras del barroco asturiano. Está ubicada en la localidad de Cangas del Narcea, junto al puente colgante, uno de los símbolos de la localidad, y en su entorno se dispone el mercado semanal.Santa María Magdalena se estructura en planta de nave única, con tres capillas laterales a cada lado y cabecera cuadrada de tres ábsides, siendo el central de mayor tamaño que los laterales.Al exterior presenta un hermoso juego de volúmenes destacando en altura el crucero que cubre la cúpula del interior.La fachada principal se estructura en un cuerpo central y dos torres laterales de sección cuadrada. Las torres se rematan con dos torrecillas, bajo las cuales se abren los huecos de medio punto de las campanas.En el centro de la fachada, sobre un cuerpo saliente, se abre una gran puerta de arco de medio punto, rodeada de molduras. Sobre el dintel se coloca una hornacina rematada con un frontón de bolas. Todo el frente de la portada se cubre con otro frontón que tiene en su centro un escudo. Por encima de éste una barandilla une las dos torres, y una imposta lo recorre por debajo remarcando la altura interior.En el interior, tanto la nave como las capillas se cubren con bóvedas de lunetos. La parte del crucero se cubre con cúpula de piedra. En dos de las pechinas de la cúpula se sitúan los escudos de Queipo de Llano y Queipo-Valdés.",Patrimonio religioso,https://www.turismoasturias.es/descubre/cultura/patrimonio-religioso/basilica-de-santa-maria-magdalena-cangas-del-narcea
Convento de San Francisco,Tineo,43.335347,-6.41482,"['Dirección:C/ Mayor ■33870 - Tinéu', 'Época:Siglo XIII']","Construido en el siglo XIII, del Convento de San Francisco sólo se conserva hoy la capilla de Merás, construida en 1613 por D. Pedro Merás, hoy unida a la nave principal.Destaca por su antigüedad, y por su posición en lo más alto de la Villa. Su portada ojival es influencia del arte bizantino, con dientes de sierra, cornisa ajedrezada y tres columnas por un lado, imprimiendo igualmente su sello en los tres arcos apuntados, sostenidos por grupos de columnas.Responde plenamente a la tipología mendicante: de una sola nave, amplia y diáfana, que muy probablemente cubrieron con armadura de madera. Tal selección no puede considerarse fruto del azar, sino encaminada a lograr un edificio en el que los obstáculos arquitectónicos no perjudicaran ni la acústica ni la visibilidad, pues recordemos que una de las principales actividades de los menores era la predicación.El convento franciscano de Tineo/Tinéu contaba desde estos primeros tiempos con claustro y sala capitular, de los que se tiene noticia únicamente por las detalladas descripciones de don Ciriaco Miguel Vigil.En el interior del templo se encuentra el Museo de Arte Sacro de Tineo/Tinéu, que incluye una gran colección de piezas del concejo.",Patrimonio religioso,https://www.turismoasturias.es/descubre/cultura/patrimonio-religioso/convento-de-san-francisco
Ermita de la Magdalena (Morcín),Morcín,43.264808,-5.889414,"['Dirección:■33161 - La Llorera', 'Teléfono:985 783 162', 'Época:Románico']","Para la tradición cristiana hay la creencia que en la cumbre del Monsacro estuvieron ocultas las santas reliquias que habrían sido llevadas allí, durante la invasión musulmana, por Santo Toribio, obispo de Astorga.Posteriormente Alfonso II el Casto habría trasladado las reliquias a la Catedral de Oviedo/Uviéu. Esta consideración del Monsacro como lugar sagrado habría dado lugar a la construcción de las ermitas. La ermita de la Magdalena, o Capilla de Abajo es una construcción románica tardía de los siglos XIII y XIV. Se estructura en planta de nave única y ábside semicircular con diferencia de altura entre la nave y el ábside. Los vanos que se abren en el hastial y ábside fueron abiertos en época reciente.Al exterior no hay elementos decorativos a excepción de los canecillos de remate de la cornisa y la puerta de acceso. Ésta es de arco de medio punto, toscamente dovelada, que apoya sobre impostas y jambas lisas. Los materiales utilizados en la construcción son mampostería de la zona y sillería para las esquinas, vanos y puerta. En el interior, la nave se cubre con bóveda de cañón apuntado y de media esfera en la zona del ábside.Esta capilla se ubica muy cerca de la capilla de Santiago.",Patrimonio religioso,https://www.turismoasturias.es/descubre/cultura/patrimonio-religioso/ermita-de-la-magdalena-morcin
Ermita de la Santa Cruz,Cangas de Onís,43.35275,-5.130377,"[""Dirección:Avda. D. Constantino Glez y González, 7 ■33550 - Cangues d' Onís/Cangas de Onís"", 'Teléfono:985 848 005 (información y reservas)']","Sobre un primitivo dolmen, en el año 737 el Rey Favila construyó una capilla que albergase la Cruz de madera que Pelayo enarboló en la Batalla de Covadonga y que luego se convirtió en la Cruz de la Victoria. Se cree además que fue la primera iglesia cristiana que se levantó en Asturias tras la reconquista. La estructura del dolmen está formada por cinco grandes lajas de piedra y dos más pequeñas que forman un rectángulo. La cámara interior estuvo cubierta por un gran túmulo de cantos rodados y piedras. La losa que hoy vemos es una losa sepulcral moderna.En la construcción de los bloques se emplearon rocas calizas, areniscas y cuarcitas. Las caras interiores del dolmen tienen grabados, pinturas y piqueteados.La capilla, que alberga al dolmen es una construcción reciente de acuerdo con los modelos estilísticos de la zona. Tiene planta rectangular, dividida en dos partes, capilla y pórtico. El pórtico engloba la escalera de acceso. La cubierta del pórtico se sujeta con una columna toscana y un muro rematado con espadaña.Los muros de la nave se refuerzan con dos contrafuertes y una ventana hornacina que ilumina el interior.La capilla se cubre con bóveda de cañón.Una lápida colocada en el muro, recuerda la antigua inscripción de Favila. Desde el centro de la capilla es visible el dolmen.Fecha de Construcción:737",Patrimonio religioso,https://www.turismoasturias.es/descubre/cultura/patrimonio-religioso/ermita-de-la-santa-cruz-cangas-de-onis
Ermita de Nuestra Señora del Carbayu,Langreo,43.281345,-5.6874,"['Dirección:■33900 - El Carbayu', 'Teléfono:985 696 595', 'Época:Siglo XVIII']","Este Santuario barroco dedicado a Nuestra señora del Carbayu, obra del siglo XVIII, sufrió en diferentes épocas sucesivas remodelaciones y bien pudo haber tenido un origen románico.Consta de una sola nave rectangular, compuesta por tres cuerpos de diferentes épocas resultado de añadidos sucesivos. Tiene un pórtico abierto en los laterales norte y sur que se apoya sobre columnas toscanas de piedra arenisca.Interiormente la nave se cubre con falso techo, mientras que el primer tramo de la cabecera lo hace con bóveda de arista nervada, el segundo con bóveda de cañón con lunetos y la sacristía con cúpula de media esfera decorada con pinturas.La fachada está ejecutada en buen sillar de arenisca, la portada es adintelada con molduras de orejas, flanqueada por pilastras estriadas con friso purista de metopas y triglifos, se remata por un frontón partido curvo con una hornacina central que contiene la imagen de la Virgen.La espadaña tiene tres niveles: el primero a modo de zócalo, es un cuerpo ciego, el segundo tiene doble arquería para campanario y se remata con un tercero con hueco de medio punto en donde se alberga una tercera campana. Los laterales se rematan con esbeltos cuerpos piramidales.",Patrimonio religioso,https://www.turismoasturias.es/descubre/cultura/patrimonio-religioso/ermita-de-nuestra-senora-del-carbayu
Ermita de Santiago (Morcín),Morcín,43.261573,-5.890862,"['Dirección:■33161 - Los Yanos', 'Teléfono:985 783 162', 'Época:Románico']","La ermita de Santiago o Capilla de arriba está edificada, según la leyenda, sobre el pozo de Santo Toribio en el que estaban ocultas las reliquias de la Cámara Santa. Al igual que la Magdalena, data de época bajo medieval.Tiene planta octogonal y ábside semicircular. A uno de sus lados precedido de tramo recto está la llamada Cueva del Ermitaño. Toda la construcción es de mampostería, el exterior se protege con contrafuertes y pequeños vanos se abren en los muros.La puerta de acceso sobresale del cuerpo del edificio. Es de arco de medio punto dovelado. El interior está abovedado con nervaduras que apean sobre los contrafuertes. El ábside se cubre con bóveda de cañón en su tramo recto y de esfera el tramo semicircular. El espacio lateral a la cueva del Ermitaño también está abovedado. En el interior se conseva una mesa de altar y restos de pintura de murales.La ermita de Santiago fue restaurada en 1986 y 1989 por la Consejería de Educación, Cultura y Deportes.",Patrimonio religioso,https://www.turismoasturias.es/descubre/cultura/patrimonio-religioso/ermita-de-santiago-morcin
Iglesia de San Esteban (Aramil),Siero,43.384723,-5.618301,"['Dirección:■33518 - Aramil', 'Época:Románico']","La iglesia de San Estaban Consta de una sola nave de planta rectangular, cubierta con estructura de madera, y cabecera más baja y estrecha formando un ábside semicircular. El arco de triunfo es de medio punto, se apoya sobre dos columnas a cada lado cuyos capiteles están muy deteriorados.Los elementos decorativos más importantes se encuentran en las dos portadas, oeste y sur, y en el ábside.La portada oeste está formada por dos arquivoltas en arco de medio punto, la interior lisa y la exterior con una decoración en zig-zag, que apoyan en dos columnas con capiteles con motivos vegetales y guardapolvos ajedrezados. Sobre esta portada se encuentra una calavera de piedra, procedente de otro lugar de la iglesia y que hasta 1960 estuvo en el cementerio.La portada sur tiene dos arquivoltas de medio punto, la interior decorada con rollos zamoranos y la exterior con cabezas de pico mordiendo un baquetón, guardapolvos y líneas de imposta con entrelazos y grecas vegetales que nos recuerda el románico de Amandi.En el ábside, la decoración es muy variada, se centra en la cornisa, los canecillos y la ventana central de arco de medio punto, con una arquivolta y guardapolvos, además de la banda de ajedrezado que la recorre a media altura.",Patrimonio religioso,https://www.turismoasturias.es/descubre/cultura/patrimonio-religioso/iglesia-de-san-esteban-aramil
